"","STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
"432010",29,"11/23/2001 0:00:00","09:20:00 PM","CST",109,"LAWRENCE","MO","TORNADO",6,"N","AURORA","11/23/2001 0:00:00","09:30:00 PM",0,NA,8,"N","AURORA",2,200,1,0,0,0,750,"K",250,"K","SGF","MISSOURI, Southwest","",3703,9343,3705,9343,"A tornado touched down in the community of Orange, about 6 miles north of Aurora along Highway K. Sporadic roof and structural damage occurred to several homes plus the local firehouse. A church also suffered minor roof damage and a missing steeple, which appeared to have been mainly caused by flying debris. Adjacent to the church, a cemetery had at least a dozen tombstones that had been blown over. The most significant damage occurred to several large poultry houses which were destroyed, with debris landing up to a mile north. Hundreds of trees were uprooted or snapped, including several that were up to two feet in diameter. The tornado then tracked across Highway K and up a hillside before dissipating in the middle of a golf course. The tornado track was approximately two miles long, reaching a width of approximately 200 yards. The damage is consistent with a strong F1 tornado, reaching winds of just over 100 mph.",432223
"95366",31,"4/14/1976 0:00:00","1800","CST",177,"WASHINGTON","NE","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,150,0,0,0,"",0,"","","","",4135,9610,0,0,"",95366
"383690",12,"7/16/2000 0:00:00","06:15:00 PM","EST",29,"DIXIE","FL","LIGHTNING",2,"E","OLD TOWN","7/16/2000 0:00:00","06:15:00 PM",0,NA,2,"E","OLD TOWN",0,0,NA,0,0,0,50,"K",0,"","TAE","FLORIDA, Northwest","",0,0,0,0,"A mobile home near the Suwannee River was destroyed.  Reported by the Dixie County Sheriff.
",383650
"842806",39,"2/28/2011 0:00:00","07:25:00 AM","EST",167,"WASHINGTON","OH","THUNDERSTORM WIND",0,"N","DART","2/28/2011 0:00:00","07:25:00 AM",0,NA,0,"","",0,0,NA,50,0,0,2,"K",0,"K","RLX","OHIO, Southeast","                                                                                                                                                                                                        ",3928,8116,0,0,"EPISODE NARRATIVE: Out ahead of a strong late winter cold front, dew points rose into the 50s.  A marginally unstable air mass allowed a squall line to sweep through during the early morning hours.EVENT NARRATIVE: Trees were blown down.",842746
"723377",34,"12/24/2008 0:00:00","00:00:00 AM","EST",17,"NJZ015 - 017","NJ","WINTER WEATHER",0,"","","12/24/2008 0:00:00","07:00:00 AM",0,NA,0,"","",0,0,NA,0,0,0,0,"K",0,"K","PHI","NEW JERSEY, South and Northwest","MERCER - MERCER - GLOUCESTER",0,0,0,0,"EPISODE NARRATIVE: A wintry mix of sleet and freezing rain fell during the first half of the morning on the 24th across central and northern New Jersey. The resulting glaze on untreated roadways led to numerous accidents. Precipitation was spottier across south central New Jersey, but was steadier north of Interstate 195 which just about divides the state in half. Ice accretions in the southern part of the state were less than one-tenth of an inch while ice accretions across the northern part of the state averaged between one-tenth and two-tenths of an inch. In the southern part of the state, precipitation briefly started as sleet a little after Midnight EST before changing to freezing rain. In the northern part of the state, precipitation started as sleet between 1 a.m. and 4 a.m. EST and changed over to freezing rain in all areas by 4 a.m. EST. Temperatures continued to rise that morning and by 7 a.m. EST, the freezing rain changed to plain rain in the southern part of the state. Between 7 a.m. and 9 a.m. EST precipitation changed to plain rain in the northern part of the state.

The recent unseasonably cold weather made it easier for slippery conditions to develop on untreated roadways and led to a rash of accidents. In Morris County, Interstate 287 was closed during the morning because of accidents. Accidents occurred on Interstate 80 in Mount Olive Township. Numerous crashes also were reported on Interstate 80 in Warren County and on Interstate 78 in Warren Township and Interstate 287 in Bernards Township (both in Somerset County). In Middlesex County, the Garden State Parkway was closed before sunrise at the Driscoll Bridge because of nearly twenty accidents on the span. In all about 40 accidents were reported on the Garden State Parkway in Middlesex and Monmouth Counties between 230 a.m. EST and 6 a.m. EST. In Monmouth County, in Manalapan Township, six accidents were reported. In Ocean County, in Lakewood, multiple accidents were reported. One motorist was injured after striking a pole. In a separate incident, a woman carrying an infant slipped and fell injuring herself. The number of accidents slowed after sunrise.

The freezing rain and sleet was caused by a low pressure system and its approaching warm front. Precipitation developed preceding the warm front. The arctic high pressure system over the region left enough cold air near the surface for precipitation to start as sleet and freezing rain.",723313
"638979",47,"7/4/2006 0:00:00","05:30:00 PM","EST",93,"KNOX","TN","TSTM WIND",6,"NNW","KNOXVILLE","7/4/2006 0:00:00","05:30:00 PM",0,NA,6,"NNW","KNOXVILLE",0,0,NA,60,0,0,1,"K",0,"","MRX","TENNESSEE, East","",3603,8358,3603,8358,"A 60 mph wind gust was estimated on Raccoon Valley Road.",638979
"662915",26,"1/24/2007 0:00:00","11:00:00 AM","EST",20,"MIZ020","MI","LAKE-EFFECT SNOW",0,"","","1/24/2007 0:00:00","20:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,"K",0,"K","APX","MICHIGAN, North","LEELANAU - LEELANAU",0,0,0,0,"EPISODE NARRATIVE: Weak winds in the morning of the 24th allowed a lake-induced mesovortex to form on Northern Lake Michigan.  An increase in northwest winds during the day eventually brought the vortex onshore, producing locally heavy snow in Leelanau County.  Leland and Lake Leelanau both picked up 6 to 7 inches of snow.",662876
"9355",5,"8/9/1983 0:00:00","1830","CST",149,"YELL","AR","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","AT","","",3507,9331,0,0,"",9355
"81002",28,"4/30/1985 0:00:00","1815","CST",123,"SCOTT","MS","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","AT","","",3224,8940,0,0,"",81002
"783960",42,"8/2/2009 0:00:00","10:37:00 AM","EST",17,"BUCKS","PA","THUNDERSTORM WIND",0,"N","WARMINSTER","8/2/2009 0:00:00","11:00:00 AM",0,NA,1,"NNE","FAIRLESS",0,0,NA,50,0,0,0,"K",0,"K","PHI","PENNSYLVANIA, East","                                                                                                                                                                                                        ",4012,7506,4010,7445,"EPISODE NARRATIVE: A warm front that moved northeast in the morning and a cold front that arrived from the west late in the day on the 2nd resulted in strong to severe thunderstorms across southeastern Pennsylvania during the late morning. PECO Energy reported about 54,000 of its southeastern Pennsylvania customers lost power due to the lightning and damaging winds.EVENT NARRATIVE: A squall line of severe thunderstorms downed numerous tree limbs and several trees across the southern or lower part of Bucks County. Broken tree limbs littered several roadways in the county. The combination of lightning and damaging winds caused about 11,000 homes and businesses to lose power.",783921
"311220",5,"2/10/1998 0:00:00","09:20:00 AM","CST",119,"PULASKI","AR","HAIL",0,"","HENSLEY","2/10/1998 0:00:00","09:20:00 AM",0,NA,0,"","HENSLEY",0,0,NA,75,0,0,0,"",0,"","LZK","ARKANSAS, Central and North Central","",3430,9212,3430,9212,"",311160
"244288",51,"12/28/1993 0:00:00","0500","EST",19,"BEDFORD","VA","WINTER WEATHER",0,"","","","2100EST",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","","","",0,0,0,0,"  ",244263
"170698",48,"10/25/1991 0:00:00","2340","CST",181,"GRAYSON","TX","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,54,0,0,0,"",0,"","FTW","","",3338,9634,0,0,"",170698
"409077",48,"5/9/2000 0:00:00","11:57:00 PM","CST",5,"ANGELINA","TX","TSTM WIND",6,"E","ZAVALLA","5/9/2000 0:00:00","11:57:00 PM",0,NA,6,"E","ZAVALLA",0,0,NA,52,0,0,0,"",0,"","SHV","TEXAS, Northeast","",3109,9420,3109,9420,"Numerous trees down.
",409057
"230265",42,"8/4/1994 0:00:00","1400","EST",49,"ERIE","PA","THUNDERSTORM WINDS",0,"","Erie","","",0,NA,0,"","",0,0,NA,0,0,0,5,"K",0,"","","","",0,0,0,0,"Trees were downed, some on power lines. ",230200
"505883",31,"6/23/2003 0:00:00","08:51:00 PM","MST",7,"BANNER","NE","HAIL",10,"NE","HARRISBURG","6/23/2003 0:00:00","08:54:00 PM",0,NA,10,"NE","HARRISBURG",0,0,NA,175,0,0,0,"",0,"","CYS","NEBRASKA, West","",4139,10337,4139,10337,"",505806
"276412",48,"6/2/1996 0:00:00","06:58:00 PM","CST",189,"HALE","TX","HAIL",1,"S","PETERSBURG","6/2/1996 0:00:00","07:00:00 PM",0,NA,1,"S","PETERSBURG",0,0,NA,175,0,0,0,"",10,"K","LUB","TEXAS, South Panhandle","",3351,10136,3351,10136,"",276348
"166514",48,"5/4/1989 0:00:00","0710","CST",133,"EASTLAND","TX","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","FTW","","",3206,9858,0,0,"",166514
"390715",21,"5/23/2000 0:00:00","08:10:00 AM","CST",59,"DAVIESS","KY","HAIL",0,"","BROWNS VLY","5/23/2000 0:00:00","08:10:00 AM",0,NA,0,"","BROWNS VLY",0,0,NA,175,0,0,0,"",0,"","PAH","KENTUCKY, Southwest","",3738,8707,3738,8707,"",390664
"765612",31,"6/23/2009 0:00:00","12:10:00 AM","MST",13,"BOX BUTTE","NE","THUNDERSTORM WIND",18,"WSW","ALLIANCE","6/23/2009 0:00:00","12:28:00 AM",0,NA,0,"WSW","(AIA)ALLIANCE ARPT",0,0,NA,70,0,0,0,"K",0,"K","CYS","NEBRASKA, West","                                                                                                                                                                                                        ",4200,10312,4203,10248,"EPISODE NARRATIVE: A line of thunderstorms produced strong winds and some hail across parts of the Nebraska panhandle.EVENT NARRATIVE: Wind gusts from 60 to 70 mph eastimated over southern Box Butte county with a peak gust of 81 mph at the Alliance airport.",765562
"348518",1,"10/24/1999 0:00:00","06:00:00 AM","CST",44,"ALZ044","AL","EXTREME COLD",0,"","","10/24/1999 0:00:00","06:00:00 AM",0,NA,0,"","",0,0,NA,0,0,0,0,"K",0,"K","BMX","ALABAMA, Central","MONTGOMERY - MONTGOMERY",0,0,0,0,"A new record low temperature of 32 degrees was measured at Dannelly Field.
",348497
"265604",34,"7/8/1996 0:00:00","05:15:00 PM","EST",39,"UNION","NJ","FUNNEL CLOUD",0,"","GARWOOD","7/8/1996 0:00:00","05:15:00 PM",0,NA,0,"","GARWOOD",0,0,NA,0,0,0,0,"",0,"","OKX","NEW JERSEY, Northeast","",0,0,0,0,"
Clusters of strong thunderstorms developed in a moist unstable airmass ahead of a  slow moving cold front.

Thunderstorms produced torrential rain, frequent lightning, and gusty  winds. 

Torrential rain caused flash flooding along Route 22 in the vicinity of Scotch Plains in Union County.  Flash flooding of small streams also occurred.  In Clifton of Passaic County,  a 15 year old boy  was swept into Weasal Brook and died.

Lightning struck a house in New Providence of Union County.

Strong wind gusts knocked down a tree onto a house in Hoboken in Hudson County.",265604
"69096",26,"6/9/1964 0:00:00","1830","CST",31,"CHEBOYGAN","MI","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","","","",4535,8430,0,0,"",69096
"710037",21,"6/16/2008 0:00:00","18:24:00 PM","EST",71,"FLOYD","KY","THUNDERSTORM WIND",0,"N","MC DOWELL","6/16/2008 0:00:00","18:29:00 PM",0,NA,0,"","",0,0,NA,53,0,0,5,"K",0,"K","JKL","KENTUCKY, Eastern","                                                                                                                                                                                                        ",3727,8245,0,0,"EVENT NARRATIVE: A tree was blown down onto a transformer by thunderstorm wind gusts. EPISODE NARRATIVE: Severe thunderstorms developed across Eastern Kentucky as a cold front approached and moved through the area on June 16th. Numerous reports of large hail and damaging winds were received, with one report of tennis ball size hail in Owsley County. The wind damage consisted of mainly downed trees.",710027
"773221",24,"6/15/2009 0:00:00","12:32:00 PM","EST",15,"MDZ015","MD","STRONG WIND",0,"","","6/15/2009 0:00:00","12:32:00 PM",0,NA,0,"","",0,0,NA,30,0,0,5,"K",0,"K","PHI","MARYLAND, Northeast","QUEEN ANNE'S - QUEEN ANNE'S",0,0,0,0,"EPISODE NARRATIVE: Winds gust associated with a shower caused a pilot to lose control on a runway on the Stevensville Bay Bridge Airport on the afternoon of the 15th. The Beechcraft Airplane touched down on the runway when it was hit by a wind gust. The pilot lost control and the plane flipped nose down. Three fire companies responded to the ensuing fuel leak. There was no fire or injuries. The wind gust was estimated at 30 knots.EVENT NARRATIVE: ",773191
"115423",39,"4/14/1968 0:00:00","1200","CST",45,"FAIRFIELD","OH","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","","","",3947,8235,0,0,"",115423
"202273",20,"4/21/1994 0:00:00","1215","CST",9,"BARTON","KS","HAIL",0,"","Galatia","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","","","",0,0,0,0,"  ",202217
"357586",20,"6/18/1999 0:00:00","04:20:00 PM","CST",81,"HASKELL","KS","TORNADO",4,"SE","SUBLETTE","6/18/1999 0:00:00","04:25:00 PM",0,NA,5,"SE","SUBLETTE",1,40,1,0,0,0,11,"K",0,"","DDC","KANSAS, Southwest","",3727,10048,3726,10047,"Machine shed heavily damaged, horse trailer turned over and windows blown out of a trailer.
",357553
"312420",6,"2/3/1998 0:00:00","08:00:00 AM","PST",107,"TULARE","CA","URBAN/SML STREAM FLD",0,"","DINUBA","2/3/1998 0:00:00","10:00:00 AM",0,NA,0,"","DINUBA",0,0,NA,0,0,0,0,"",0,"","HNX","CALIFORNIA, South Central","",0,0,0,0,"About 6 commercial buildings were threatened by high water due to locally heavy rains in downtown Dinuba.
",312370
"95569",31,"5/21/1977 0:00:00","1500","CST",15,"BOYD","NE","TORNADO",0,"","","","",0,NA,0,"","",0.2,30,NA,0,0,0,0,"K",0,"","","","",4255,9835,0,0,"",95569
"302418",46,"6/19/1997 0:00:00","11:30:00 PM","MST",103,"PENNINGTON","SD","HAIL",5,"N","CREIGHTON","6/19/1997 0:00:00","11:30:00 PM",0,NA,5,"N","CREIGHTON",0,0,NA,150,0,0,0.5,"K",0,"","UNR","SOUTH DAKOTA, West","",4419,10212,4419,10212,"Severe thunderstorms moved over western South Dakota during the overnight hours of June 19th and 20th.  Large hail and strong thunderstorm winds caused considerable damage to crops and broke several windows in the Elm Springs and Creighton areas.  In Creighton, two inch hail piled up to three to four inches deep and wiped out a farmers entire crop.  
",302346
"42000",19,"8/24/1975 0:00:00","1935","CST",187,"WEBSTER","IA","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","","","",4230,9411,0,0,"",42000
"62506",22,"5/15/1980 0:00:00","1700","CST",41,"FRANKLIN","LA","TORNADO",0,"","","","",0,NA,0,"","",0.5,33,1,0,1,2,250,"K",0,"","","","",3202,9153,0,0,"",62506
"285862",13,"5/9/1997 0:00:00","04:04:00 PM","EST",21,"BIBB","GA","TSTM WIND",0,"","MACON","5/9/1997 0:00:00","04:15:00 PM",0,NA,0,"","MACON",0,0,NA,0,0,0,2,"K",0,"","FFC","GEORGIA, North and Central","",3249,8339,3249,8339,"Trees were downed in six different locations across Bibb County.  

",285810
"676017",40,"5/23/2007 0:00:00","21:30:00 PM","CST",59,"HARPER","OK","HAIL",4,"N","LAVERNE","5/23/2007 0:00:00","21:30:00 PM",0,NA,0,"","",0,0,NA,175,0,0,0,"K",0,"K","OUN","OKLAHOMA, Western Central and Southeast","                                                                                                                                                                                                        ",3646,9954,0,0,"EVENT NARRATIVE: Reported at HWY 283. EPISODE NARRATIVE: A cold front entered far northwest Oklahoma during the early morning hours of the 23rd before stalling. Moist air from the Gulf of Mexico moved north into Oklahoma ahead of the front. Also, an upper level storm system approached the southern plains from the Four Corners area of the United States. The stalled cold front began lifting north as a warm front through the eastern half of the Oklahoma panhandle and the northeast Texas panhandle. Thunderstorms developed along this retreating front, with several quickly becoming supercellular. A couple of supercells moved through Harper county, with large hail the main threat. Hail up to the size of softballs was reported with the most intense storms, with smaller sizes reported elsewhere. Another cold front moved out of western Kansas and moved southeast into Oklahoma. A line of strong to severe thunderstorms developed along this boundary, affecting mainly northwest Oklahoma. The main hazards with this line were strong winds and large hail. The line continued southeast into the morning hours, with  thunderstorms briefly becoming severe through mid morning of the 24th.",676017
"335949",40,"3/30/1998 0:00:00","07:40:00 PM","CST",1,"ADAIR","OK","TSTM WIND",0,"","PROCTOR","3/30/1998 0:00:00","07:40:00 PM",0,NA,0,"","PROCTOR",0,0,NA,52,0,0,0,"",0,"","TSA","OKLAHOMA, Eastern","",3558,9447,3558,9447,"
A wave of low pressure and a cold front moving across Oklahoma brought a solid line of thunderstorms to all of eastern Oklahoma on the afternoon and evening of March 30.  While the line covered the entire north-south length of eastern Oklahoma, the vast majority of the severe weather remained to the south of Hwy. 412.  Bow echo signatures appeared along the line in eastcentral Oklahoma.  Rotation was indicated at the north end of the bow echo as it moved from near Eufaula to the Arkansas state line at West Siloam Springs.  Quite a few reports of severe tstm winds and funnel clouds were common with this part of the line, but there were no known tornado touchdowns in Oklahoma.  ",335910
"278403",51,"1/6/1996 0:00:00","06:30:00 PM","EST",58,"VAZ058>059","VA","HEAVY SNOW",0,"","","1/7/1996 0:00:00","03:30:00 PM",0,NA,0,"","",0,0,NA,0,0,0,5,"K",0,"","RNK","VIRGINIA, Southwest","HALIFAX - HALIFAX - CHARLOTTE",0,0,0,0,"Record breaking snow across portions of southwest, west-central, and south-central Virginia on the 6th and 7th closed schools, businesses and many secondary roads for days, collapsed roofs, stranded motorists, halted mail deliveries, trash pickup, and chuch services, closed airports, resulted in one fatlity, and indirectly resulted in two other fatalities.

Light snow develop across the mountains during the late evening hours on the 5th and early morning hours on the 6th. By the late morning hours, snowfall amounts generally ranged from 1 to 3 inches. The snow became heavy across southwest Virginia during the late morning hours on the 6th and spread north and east across the remainder of southwest, west-central and south-central Virginia. Sleet mixed with the snow at times across Charlotte, Halifax, and southern Pittsylvania Counties. Significant accumulations of snow continued in many areas until the afternoon hours on the 7th. Snowfall rates of 1 to 2 inches per hour were common, mainly along and west of the Blue Ridge. Snow depths by the evening hours on the 7th ranged from near 12 inches in Danville and South Boston in south-central Virginia and in Richlands in southwest Virginia to around 30 inches in northern portions of Rockbridge County. Average snow depths greater than 24 inches were recorded in Bath, Rockbridge, Alleghany, Botetourt, Amherst, Craig, Montgomery, and Giles Counties. A record 24 hour snowfall amount of 22.2 inches was established at the Roanoke Regional Airport. A record 24 hour snowfall amount of 20.0 inches was established at the Lynchburg Regional Airport. Total snowfall amounts included 36.5 inches in Burkes Garden, 35 inches at Homestead Resort in Hot Springs, and 34 inches in Blacksburg. The snow combined with winds of 15 to 30 mph with higher gusts on the 7th and 8th resulted in snow drifts up to 10 feet high. A state of emergency was declared for all of southwest, west-central and south-central Virginia.

In Carroll County, an 80 year old man from Woodlawn died from hypothermia after he fell into a snow drift. A traffic accident cost the life of a Rockbridge County man. Another accident in Montgomery County resulted in the death of a truck driver.

The weight of the snow collapsed the roof of a large building in Christiansburg and a green house in Amherst. Damage to the greenhouse and the plants inside was estimated at $20,000. Damage to the building in Christiansburg was $600,000. The weight of the snow collapsed a carport on top of a Corvette in Charlotte County. In addition, awnings collapsed in Henry and Alleghany Counties.

Many areas hired contract personnel to aid in plowing roads. In the mountains, many secondary county roads remained unplowed for several days. During and shortly after the storm, some snow plows assisted emergency vehicles in reaching their destinations. The National Guard used several humvees and a few armored personnel carriers to transport medical and emergency personnel to work or to those in need. The mail was not delivered for several days in many areas. Stranded motorists filled up many motels along interstates. In the mountains on the 7th, travel in anything other than a 4-wheel drive vehicle was nearly impossible. The snow was so deep in this area than even some 4-wheel drive vehicles got stuck. As a result of hazardous conditions from the late morning hours on the 6th to the late afternoon hours on the 11th, there were numerous traffic accidents and several injuries. Several snow plows slid off of roads and overturned. The cost of snow removal, including overtime, salt, sand, equipment repairs, and contract personnel generally ranged from $100,000 to $400,000 per county.

Numerous storm shelters were established across the area. Prior to the storm and after the storm, many grocery stores sold out of perishable items like break, milk, and eggs. There were several heroic life saving efforts to get medical attention, medicine or food to those stranded. There were only a few minor power outages reported. ",278337
"764986",20,"6/15/2009 0:00:00","06:12:00 PM","CST",155,"RENO","KS","THUNDERSTORM WIND",7,"N","PLEVNA","6/15/2009 0:00:00","06:17:00 PM",0,NA,0,"","",0,0,NA,70,0,0,3,"K",0,"K","ICT","KANSAS, Southeast","                                                                                                                                                                                                        ",3804,9818,0,0,"EPISODE NARRATIVE: A significant severe weather episode developed across portions of Kansas on the evening of June 15th, 2009, into the early morning hours of June 16th. Supercells developed in the warm sector across South Central and Central Kansas as a warm front moved to the north into northern Kansas. This event was highlighted by several tornado touchdowns across Butler County, Kansas, that fortunately produced little damage. The storms eventually turned into prolific wind damage producers as the overnight continued, as the high precipitation supercells moved into Hutchinson and Wichita.  This was the second time within a two week period (the other, June 7th, 2009) that Hutchinson received significant wind damage, with some areas getting hit from both storms.EVENT NARRATIVE: A trained spotter estimated 80 mph winds for a 5 minute period. Two eight inch trees were knocked down.",767185
"642053",49,"1/11/2006 0:00:00","09:00:00 AM","MST",6,"UTZ006>008","UT","HEAVY SNOW",0,"","","1/11/2006 0:00:00","09:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","SLC","UTAH, West and Central","WASATCH MOUNTAIN VALLEYS - WASATCH MOUNTAIN VALLEYS - WASATCH MOUNTAINS I-80 NORTH - WASATCH MOUNTAINS SOUTH OF I-8",0,0,0,0,"9"" snowfall in 12hrs in Liberty
",642033
"23668",13,"4/18/1978 0:00:00","1130","CST",71,"COLQUITT","GA","TORNADO",0,"","","","",0,NA,0,"","",3.8,77,1,0,0,0,25,"K",0,"","","","",3104,8338,3105,8335,"",23668
"716795",28,"8/2/2008 0:00:00","21:02:00 PM","CST",161,"YALOBUSHA","MS","THUNDERSTORM WIND",3,"E","OAKLAND","8/2/2008 0:00:00","21:07:00 PM",0,NA,4,"NE","OAKLAND",0,0,NA,50,0,0,2,"K",0,"K","MEG","MISSISSIPPI, North","                                                                                                                                                                                                        ",3403,8952,3405,8952,"EVENT NARRATIVE: Straight line winds blew trees down on County Road 232, outside of Oakland. EPISODE NARRATIVE: Diurnal Convection fired up across portions Northeast Mississippi during the late afternoon and evening hours of August 2nd, 2008. Some of the thunderstorms produced flash flooding, large hail and damaging winds. The storms eventually died off, but re-fired over Northwest Mississippi during the late afternoon and early evening hours of August 3rd, 2008. Some of these storms produced damaging winds as well.",716743
"621545",27,"4/7/2006 0:00:00","07:00:00 AM","CST",47,"FREEBORN","MN","FLASH FLOOD",0,"","COUNTYWIDE","4/7/2006 0:00:00","10:30:00 AM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,0,"",0,"","MPX","MINNESOTA, Central and South Central","",0,0,0,0,"Strong thunderstorms dumped between one and one half to just over two inches of rainfall on Freeborn County.  Backyards and minor street flooding reported all over the county.
",621545
"780862",46,"8/3/2009 0:00:00","07:05:00 PM","CST",85,"LYMAN","SD","THUNDERSTORM WIND",1,"SW","LOWER BRULE","8/3/2009 0:00:00","07:05:00 PM",0,NA,0,"","",0,0,NA,52,0,0,0,"K",0,"K","ABR","SOUTH DAKOTA, Central and North","                                                                                                                                                                                                        ",4404,9934,0,0,"EPISODE NARRATIVE: A cold front moving southeast across the area brought many severe thunderstorms to parts of central and northeast South Dakota. Large hail up to golfball size along with wind gusts nearing 80 mph occurred across the area.EVENT NARRATIVE: Sixty mph winds were esimated in Lower Brule.",780792
"264729",31,"7/15/1996 0:00:00","04:10:00 PM","MST",101,"KEITH","NE","HAIL",15,"NW","OGALLALA","7/15/1996 0:00:00","04:10:00 PM",0,NA,15,"NW","OGALLALA",0,0,NA,88,0,0,0,"",0,"","LBF","NEBRASKA, Central","",4117,10155,4117,10155,"",264718
"251694",8,"6/20/1996 0:00:00","04:45:00 PM","MST",77,"MESA","CO","TSTM WIND",0,"","PALISADE","6/20/1996 0:00:00","05:00:00 PM",0,NA,0,"","PALISADE",0,0,NA,0,0,0,0,"",0,"","GJT","COLORADO, West","",3906,10821,3906,10821,"A metal roof was blown off a farm building and a silo was damaged.",251694
"56659",20,"5/29/1991 0:00:00","2150","CST",155,"RENO","KS","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","ICT","","",3804,9755,0,0,"",56659
"663267",26,"6/7/2007 0:00:00","17:29:00 PM","CST",109,"MENOMINEE","MI","THUNDERSTORM WIND",1,"E","WALLACE","6/7/2007 0:00:00","17:29:00 PM",0,NA,0,"","",0,0,NA,55,0,0,0,"K",0,"K","MQT","MICHIGAN, Upper","                                                                                                                                                                                                        ",4519,8736,0,0,"EVENT NARRATIVE: Ten-inch diameter tree limbs down east of Highway US-41 on County Road 342. EPISODE NARRATIVE: Severe Thunderstorms produced large hail and damaging winds over west and south central Upper Michigan on the afternoon and evening of the 7th.  A tornado also formed over Menominee County and uprooted numerous trees west of the town of Banat.",663228
"711812",24,"5/12/2008 0:00:00","01:00:00 AM","EST",4,"MDZ004","MD","STRONG WIND",0,"","","5/12/2008 0:00:00","04:00:00 AM",0,NA,0,"","",0,0,NA,40,0,0,2,"K",0,"K","LWX","MARYLAND, Central","FREDERICK - FREDERICK",0,0,0,0,"EVENT NARRATIVE: A tree fell on a power line on Devilbliss Road, causing power outages in the area. EPISODE NARRATIVE: A potent storm system crossed the region May 12th. Warm and moist air filtered in ahead of the system, bringing widespread showers and thunderstorms with heavy rain. Heavy rain began to overspread the region during the evening of the 11th and continued through the morning of the 12th. The pressure gradient with the low pressure system produced strong gusty winds across lower southern Maryland during the late evening. With the ground already saturated dozens of trees and power lines fell across the region. 

The tight pressure gradient and strong southeasterly flow, despite the quarter moon phase, allowed tidal departures of 2 feet or more along the Maryland Chesapeake Bay in lower southern Maryland. Several roads were closed and homes flooded due to the high tides.",711792
"663653",26,"8/23/2007 0:00:00","18:07:00 PM","EST",151,"SANILAC","MI","TORNADO",3,"WNW","ARGYLE","8/23/2007 0:00:00","18:07:00 PM",0,NA,0,"","",1,25,0,0,0,0,0,"K",0,"K","DTX","MICHIGAN, East","                                                                                                                                                                                                        ",4335,8259,0,0,"EVENT NARRATIVE: A trained spotter reported a tornado touchdown with several large trees down. EPISODE NARRATIVE: This severe thunderstorm event was day two of a three consecutive day stretch of severe weather across Southeast Michigan. It also featured the first tornado of the season. The event began with a thunderstorm in Midland County that moved east across the Thumb. This storm prompted the issuance of several tornado warnings, but other than a few funnel cloud and large hail reports, there was only one report of damage. This occurred near Argyle in northwestern Sanilac County and based on funnel cloud reports/photographs, tree damage, and radar signatures, it was confirmed as an EF0 tornado. At the same time this was occurring, a very fast moving squall line with a history of producing damaging wind gusts was approaching the lower half of Southeast Lower Michigan. Although the squall line became less organized and slowed its forward progress dramatically, it still produced numerous reports of wind damage across the area.",663624
"883109",37,"7/31/2011 0:00:00","05:55:00 PM","EST",23,"BURKE","NC","THUNDERSTORM WIND",0,"SSE","IEARD","7/31/2011 0:00:00","06:02:00 PM",0,NA,2,"NW","BURKE CHAPEL",0,0,NA,50,0,0,0,"K",0,"K","GSP","NORTH CAROLINA, Southwest","                                                                                                                                                                                                        ",3543,8128,3541,8129,"EPISODE NARRATIVE: Scattered thunderstorms developed over western Nouth Carolina during the afternoon and evening hours a little ways north of a weak stationary front. A few of the storms produced damaging winds and large hail.EVENT NARRATIVE: Multiple trees were blown down along Miller Bridge Rd.",883099
"13034",8,"6/21/1960 0:00:00","0030","CST",75,"LOGAN","CO","TORNADO",0,"","","","",0,NA,0,"","",0,33,0,0,0,0,0,"K",0,"","","","",4039,10315,0,0,"",13034
